Name,Arcs,Date,Events,Order,Part,Product,Solutions,Status,📁 Characters,📁 Location
James and Adelle explore the New Asylum,,,,1130,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
Meeting for Asylum contract,,,,1115,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),Initially shroud the Asylum job in mystery (../Solutions/Initially%20shroud%20the%20Asylum%20job%20in%20mystery%201d958e628ba2805a96a9f094a30740bb.md),Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), The Bear (../Data/Characters/The%20Bear%2095e68e70d28b409281fa2b931537bb79.md), Asylum Administrator (../Data/Characters/Asylum%20Administrator%20a4c019f71ebb4c9a92d7d3aeff5083bb.md), Grihulone (../Data/Characters/Grihulone%202d91344ae15949058912e3cfbfb76a83.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James and Adelle meet the Bear,,,,1110,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), The Bear (../Data/Characters/The%20Bear%2095e68e70d28b409281fa2b931537bb79.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
Nivana reads Marloth,Nivana affected by Marloth (Arcs/Nivana%20affected%20by%20Marloth%20e66576caa38c49928412d5e3804e23b2.md),,,1013.5,Part 1 (TWOLD%20scenes%20by%20part/Parts%20database/Part%201%2045e34e3cf3814d31b30c871d3a488155.md),,,No,Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md),
Nivana champions anti-magic,Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md),,,1150,Part 1 (TWOLD%20scenes%20by%20part/Parts%20database/Part%201%2045e34e3cf3814d31b30c871d3a488155.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md),
Nivana dreams of the market,Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md),,,1014,Part 1 (TWOLD%20scenes%20by%20part/Parts%20database/Part%201%2045e34e3cf3814d31b30c871d3a488155.md),,,No,Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md),
Nivana realizes the Matron was once human,Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md),,,1150,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),Corruption of the Matron (../Solutions/Corruption%20of%20the%20Matron%2028258e628ba2802b8fcee19250ceaeea.md),Yes,"Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md), The Matron (../Data/Characters/The%20Matron%20b0f3c553544944f48857e06b95ed57af.md)",
Nivana seeks out magic lessons,"Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md), Desa arc (Arcs/Desa%20arc%20806f96cbb4794b38801823e008aee1b8.md)",,,1140,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,,Desa's tower (../Data/Locations/Desa's%20tower%2058a9d188f7954a94bca7f27ef582952d.md)
Nivana is severed,Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md),,,1170,,TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md),
Nivana mocks Millamer,,,,1100,Part 1 (TWOLD%20scenes%20by%20part/Parts%20database/Part%201%2045e34e3cf3814d31b30c871d3a488155.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Millamer (../Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.md), Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md)",The Mediev Manor (../Data/Locations/The%20Mediev%20Manor%20fce4035f71ef4c3093c8a80f66a345a4.md)
Adelle finds Nivana in the Asylum,Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md),,,1250,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
Adelle is examined for madness,,,,1130,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md),The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
Nivana jealous of Adelle’s fortune,,,,,,TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md)",
Adelle and James resolve to help Nivana,,,,12500,Part 3 (TWOLD%20scenes%20by%20part/Parts%20database/Part%203%2075fd2f24c9834f26bf31117ee6d9f193.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md)",
Drenodir provides Nivana shelter,,,,1195,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),,,No,Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md),
Nivana and Adelle quarrel,,,,1410,Part 4 (TWOLD%20scenes%20by%20part/Parts%20database/Part%204%209c4da0e83a8344fc9244f045878f1604.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",
Nivana frees Desa,"Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md), Desa arc (Arcs/Desa%20arc%20806f96cbb4794b38801823e008aee1b8.md)",,,,,TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md), Desa (../Data/Characters/Desa%2021dde76cb7b947fd896ecf352acd6929.md)",Desa's tower (../Data/Locations/Desa's%20tower%2058a9d188f7954a94bca7f27ef582952d.md)
Miles tempts Adelle and is rejected,,,,,,TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Miles (../Data/Characters/Miles%2055be668bc999441da2a96ebd11a05626.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",
George applies to the Wizards’ Council,,,,3000,Part 1 (TWOLD%20scenes%20by%20part/Parts%20database/Part%201%2045e34e3cf3814d31b30c871d3a488155.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,George (../Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.md),
Nivana stumbles across her uncle,Nivana sorceress arc (Arcs/Nivana%20sorceress%20arc%20ba9bd93692634691a49a337080acf339.md),,,,,TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md), The Merchant of Sorcerers (../Data/Characters/The%20Merchant%20of%20Sorcerers%20c48080a70bbb443a8eba9c60d24bd331.md)",
Unnamed Asylum agency scene,,,,,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), Asylum orderly (../Data/Characters/Asylum%20orderly%203c8b7f4303d44584ad766ae6b23e7cab.md), Millamer (../Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.md), Grihulone (../Data/Characters/Grihulone%202d91344ae15949058912e3cfbfb76a83.md), Fugue (../Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.md), James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md)",
Hell is about to break loose in the Asylum,,,,3000,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James meets Jarvanis,,,,20000,Part 6 (TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Jarvanis (../Data/Characters/Jarvanis%20373b77c5f599467d9f1dbdd198cca4e5.md)",
Further discussion between James and Jarvanis,,,,21000,Part 6 (TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Jarvanis (../Data/Characters/Jarvanis%20373b77c5f599467d9f1dbdd198cca4e5.md)",
James and/or Adelle discover Nivana at the Market,,,,12000,Part 3 (TWOLD%20scenes%20by%20part/Parts%20database/Part%203%2075fd2f24c9834f26bf31117ee6d9f193.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"Nivana (../Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md)",The Unmarket (../Data/Locations/The%20Unmarket%2018a58e628ba2803eb7adfd06de53141d.md)
James examines the mad magic machine,,,,1123,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md),The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James discovers the danger of the mad magic machine,,,,1260,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md),The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James and Adelle are banished from the Asylum,,,,1600,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
A woman is driven from the Asylum for being sane,Asylum job - Madness to magic (Arcs/Asylum%20job%20-%20Madness%20to%20magic%20c21886187a354560bc9c40d9b1de6df5.md),,,1135,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md),The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James revisits the Asylum manager’s office,,,,,Part 5 (TWOLD%20scenes%20by%20part/Parts%20database/Part%205%2013658e628ba280f78932ea733e6654f4.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,,The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
The Asylum client ignores James’ warning,,,,1270,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md),The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James and Adelle have dinner in the Asylum,,,,1150,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James and Adelle traverse the city streets at night,,,,1700,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",The City of Orphans (../Data/Locations/The%20City%20of%20Orphans%2079bb690186294ddfbd417bfcc108b5ac.md)
James and Adelle arrive at his parents’ house,,,,1750,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), Drenodir (../Data/Characters/Drenodir%20940bfbf595f74f91ad51de93d77ffd66.md), The Nurse (../Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.md)",The City of Orphans (../Data/Locations/The%20City%20of%20Orphans%2079bb690186294ddfbd417bfcc108b5ac.md)
Commuting to the Asylum,,,,1800,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),Dangerous commute (../Solutions/Dangerous%20commute%2015258e628ba280309ab4d3d30701427b.md),Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), The Bear (../Data/Characters/The%20Bear%2095e68e70d28b409281fa2b931537bb79.md), Grihulone (../Data/Characters/Grihulone%202d91344ae15949058912e3cfbfb76a83.md)",The City of Orphans (../Data/Locations/The%20City%20of%20Orphans%2079bb690186294ddfbd417bfcc108b5ac.md)
Resuming work on the Asylum project,,,,1850,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), The Bear (../Data/Characters/The%20Bear%2095e68e70d28b409281fa2b931537bb79.md), Grihulone (../Data/Characters/Grihulone%202d91344ae15949058912e3cfbfb76a83.md)",The City of Orphans (../Data/Locations/The%20City%20of%20Orphans%2079bb690186294ddfbd417bfcc108b5ac.md)
Adelle and the Nurse running errands,,,,1900,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),Dangerous commute (../Solutions/Dangerous%20commute%2015258e628ba280309ab4d3d30701427b.md),Yes,"Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md), The Nurse (../Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.md)",The City of Orphans (../Data/Locations/The%20City%20of%20Orphans%2079bb690186294ddfbd417bfcc108b5ac.md)
The heroes arrive at the bomb site,,,,10000,Part 6 (TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Fugue (../Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",
The missile is launched and implodes over the city,,,,11000,Part 6 (TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,,
Final scene,,,,25000,Part 6 (TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",
The heroes return to the city to stop the bomb,,,,5000,Part 6 (TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Fugue (../Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",
The agency flees as the wizards arrive,,,,19500,Part 6 (TWOLD%20scenes%20by%20part/Parts%20database/Part%206%2013658e628ba28030bd70ee104825a8ae.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,,
Hell breaks lose in the Asylum,,,,3500,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),TWOLD (../Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.md),,Yes,James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md),The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
James partially resolves the Asylum problems,,,,4000,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),,,Yes,James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md),The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
People flee the Asylum,,,,4500,Part 2 (TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.md),,,Yes,"James (../Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.md), Adelle (../Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.md)",The Asylum (../Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.md)
